metric	value
mean_p_correct	0.7102239118297154
rmse_avg	0.21678528942846223
obj1_top	0.7005053325218972
obj1_bottom	0.7005638471617879
obj1_delta_bottom_vs_top	5.851463989070549e-05
obj2_top	0.6902566939985908
obj2_bottom	0.6832227435636937
obj2_delta_bottom_vs_top	-0.007033950434897074
obj1_right	0.7302271213995988
obj1_left	0.6990773938540157
obj1_delta_left_vs_right	-0.031149727545583095
obj2_right	0.7174737214186265
obj2_left	0.7512518264416074
obj2_delta_left_vs_right	0.03377810502298084
o1top_o2bot	0.6475230576016697
o1bot_o2top	0.642592802960703
delta_o1top_o2bot_vs_o1bot_o2top	0.004930254640966747
