metric	value
mean_p_correct	0.8353640563828733
rmse_avg	0.14969731368454767
obj1_top	0.8389829424748999
obj1_bottom	0.8135876576147861
obj1_delta_bottom_vs_top	-0.025395284860113776
obj2_top	0.7945634350336797
obj2_bottom	0.8804683247195383
obj2_delta_bottom_vs_top	0.08590488968585863
obj1_right	0.8422675919563222
obj1_left	0.8348751812911
obj1_delta_left_vs_right	-0.0073924106652221155
obj2_right	0.8369281000705427
obj2_left	0.8275198223122462
obj2_delta_left_vs_right	-0.009408277758296557
o1top_o2bot	0.8614907978391383
o1bot_o2top	0.7481331757675569
delta_o1top_o2bot_vs_o1bot_o2top	0.1133576220715814
