metric	value
mean_p_correct	0.6693340983307189
min_p_correct	0.3921596742240033
max_p_correct	0.9041467107146087
rmse_avg	0.19194215095375852
obj1_top	0.7048465377764837
obj1_bottom	0.6356781887229708
obj1_delta_bottom_vs_top	-0.06916834905351288
obj2_top	0.5314262643858909
obj2_bottom	0.8526442577006673
obj2_delta_bottom_vs_top	0.3212179933147764
obj1_right	0.6856932023439748
obj1_left	0.6511483403845106
obj1_delta_left_vs_right	-0.03454486195946416
obj2_right	0.6430380001049968
obj2_left	0.6805187879180863
obj2_delta_left_vs_right	0.0374807878130895
o1top_o2bot	0.8543428879622361
o1bot_o2top	0.48226897740727614
delta_o1top_o2bot_vs_o1bot_o2top	0.37207391055496
