model_path,variant,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB00.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,19.484375,19.859375,True
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB01.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,20.015625,20.0,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB02.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,19.90625,19.796875,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB03.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,20.21875,20.15625,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB04.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,20.125,20.046875,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB05.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,20.078125,19.953125,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB06.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,Yes,19.984375,19.859375,False
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB07.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,20.0,20.109375,True
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB08.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,19.703125,20.03125,True
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB09.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,19.734375,20.046875,True
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB10.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,19.0,19.703125,True
Zhoues/RoboRefer-2B-SFT,obj2_farther,output/phasevar_5/0000_phA00_phB11.png,Is the green sphere farther from the camera than the cyan cube? Answer with yes or no.,No,No,18.734375,19.609375,True
