model_path,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0000_size0.3.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,20.828125,22.40625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0000_size0.2.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,20.890625,21.984375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0000_size0.1.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,21.53125,21.5625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0001_size0.3.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,22.265625,23.171875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0001_size0.2.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,22.25,22.8125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0001_size0.1.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.578125,22.40625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0002_size0.3.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.578125,21.71875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0002_size0.2.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.703125,21.75,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0002_size0.1.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,21.84375,21.59375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0003_size0.3.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,No,21.46875,22.71875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0003_size0.2.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,No,21.484375,22.78125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0003_size0.1.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,No,21.34375,22.65625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0004_size0.3.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.265625,23.609375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0004_size0.2.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.15625,22.796875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0004_size0.1.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.359375,22.96875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0005_size0.3.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,No,21.078125,21.640625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0005_size0.2.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,No,21.234375,21.671875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0005_size0.1.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,No,21.65625,21.96875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0006_size0.3.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,21.40625,23.640625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0006_size0.2.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,21.0625,23.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0006_size0.1.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,21.265625,23.3125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0007_size0.3.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.46875,22.234375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0007_size0.2.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.5,21.75,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0007_size0.1.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.890625,22.0,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0008_size0.3.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,No,21.515625,22.0625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0008_size0.2.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,No,21.5625,22.3125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0008_size0.1.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,No,21.84375,22.453125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0009_size0.3.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.5,21.828125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0009_size0.2.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.546875,21.703125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0009_size0.1.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.625,21.703125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0010_size0.3.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,No,21.328125,23.328125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0010_size0.2.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,No,21.34375,23.3125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0010_size0.1.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,No,21.484375,21.953125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0011_size0.3.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.859375,23.796875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0011_size0.2.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,22.046875,22.875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0011_size0.1.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,22.28125,22.5,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0012_size0.3.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,No,22.34375,22.34375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0012_size0.2.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,22.40625,22.046875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0012_size0.1.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,22.53125,21.71875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0013_size0.3.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,21.109375,24.015625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0013_size0.2.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,20.703125,23.921875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0013_size0.1.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,20.75,23.59375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0014_size0.3.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,20.65625,22.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0014_size0.2.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,20.296875,21.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0014_size0.1.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,20.59375,21.265625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0015_size0.3.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.578125,21.78125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0015_size0.2.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,21.53125,21.4375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0015_size0.1.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.375,21.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0016_size0.3.png,Is the red sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,21.53125,23.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0016_size0.2.png,Is the red sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,21.671875,23.578125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0016_size0.1.png,Is the red sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,22.0,23.734375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0017_size0.3.png,Is the blue sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.609375,22.6875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0017_size0.2.png,Is the blue sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,21.828125,22.484375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0017_size0.1.png,Is the blue sphere closer to the camera than the cyan cube? Answer with yes or no.,No,No,22.359375,22.453125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0018_size0.3.png,Is the green cube closer to the camera than the yellow sphere? Answer with yes or no.,No,No,22.015625,23.078125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0018_size0.2.png,Is the green cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,22.328125,22.1875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0018_size0.1.png,Is the green cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,22.828125,21.890625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0019_size0.3.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,22.203125,23.953125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0019_size0.2.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,22.28125,23.421875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0019_size0.1.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,22.171875,23.171875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0020_size0.3.png,Is the cyan sphere closer to the camera than the black cube? Answer with yes or no.,No,No,20.953125,24.453125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0020_size0.2.png,Is the cyan sphere closer to the camera than the black cube? Answer with yes or no.,No,No,20.71875,24.15625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0020_size0.1.png,Is the cyan sphere closer to the camera than the black cube? Answer with yes or no.,No,No,20.6875,23.9375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0021_size0.3.png,Is the black cube closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.8125,24.28125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0021_size0.2.png,Is the black cube closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.390625,23.234375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0021_size0.1.png,Is the black cube closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.25,22.328125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0022_size0.3.png,Is the cyan cube closer to the camera than the red sphere? Answer with yes or no.,No,No,21.34375,21.390625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0022_size0.2.png,Is the cyan cube closer to the camera than the red sphere? Answer with yes or no.,No,Yes,21.421875,21.328125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0022_size0.1.png,Is the cyan cube closer to the camera than the red sphere? Answer with yes or no.,No,Yes,21.671875,21.640625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0023_size0.3.png,Is the green sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.234375,22.328125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0023_size0.2.png,Is the green sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.390625,22.28125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0023_size0.1.png,Is the green sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,No,21.75,22.125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0024_size0.3.png,Is the black cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,21.5,22.328125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0024_size0.2.png,Is the black cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,21.671875,22.484375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0024_size0.1.png,Is the black cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,22.0,22.625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0025_size0.3.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.3125,21.78125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/far/0025_size0.2.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,No,21.578125,22.03125,True
