model_path,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0000_size0.3.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,23.09375,21.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0000_size0.2.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,23.453125,21.21875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0000_size0.1.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,23.640625,21.359375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0001_size0.3.png,Is the yellow sphere closer to the camera than the green sphere? Answer with yes or no.,Yes,No,21.40625,21.875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0001_size0.2.png,Is the yellow sphere closer to the camera than the green sphere? Answer with yes or no.,Yes,No,21.65625,21.859375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0001_size0.1.png,Is the yellow sphere closer to the camera than the green sphere? Answer with yes or no.,Yes,No,21.859375,21.921875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0002_size0.3.png,Is the blue cube closer to the camera than the black sphere? Answer with yes or no.,Yes,No,21.796875,22.234375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0002_size0.2.png,Is the blue cube closer to the camera than the black sphere? Answer with yes or no.,Yes,Yes,21.28125,21.25,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0002_size0.1.png,Is the blue cube closer to the camera than the black sphere? Answer with yes or no.,Yes,Yes,21.40625,21.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_800K-20251108_180221,output/sizevar/close/0003_size0.3.png,Is the cyan cube closer to the camera than the green cube? Answer with yes or no.,Yes,No,21.390625,21.46875,False
