model_path,text,image,Yes_logit,No_logit
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0000.png,19.09375,20.40625
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0001.png,19.828125,20.734375
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0002.png,20.03125,20.296875
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0003.png,19.6875,20.453125
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0004.png,18.890625,20.3125
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0005.png,18.9375,19.890625
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0006.png,19.5,20.046875
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0007.png,19.46875,20.21875
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0008.png,19.328125,20.09375
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0009.png,19.125,19.84375
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0010.png,19.078125,19.71875
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0011.png,18.53125,19.71875
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0012.png,18.515625,19.765625
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0013.png,18.34375,19.734375
Zhoues/RoboRefer-2B-SFT,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0014.png,18.953125,19.703125
