model_path,text,image,Yes_logit,No_logit
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0000.png,22.640625,23.40625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0001.png,23.109375,23.4375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0002.png,22.984375,23.46875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0003.png,23.234375,23.296875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0004.png,23.46875,23.421875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0005.png,23.890625,23.546875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0006.png,23.796875,23.796875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0007.png,23.71875,23.703125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0008.png,23.15625,23.703125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0009.png,23.1875,23.90625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0010.png,23.265625,24.21875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0011.png,23.28125,24.203125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0012.png,22.84375,23.921875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0013.png,22.734375,23.484375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0014.png,22.671875,23.703125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0015.png,22.65625,23.40625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0016.png,22.390625,23.453125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0017.png,22.796875,23.546875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0018.png,22.765625,23.453125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0019.png,22.859375,23.296875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0020.png,22.875,23.296875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0021.png,23.203125,23.46875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0022.png,23.234375,23.796875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0023.png,23.125,23.671875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0024.png,22.65625,23.90625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0025.png,22.734375,24.0
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0026.png,22.734375,24.234375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0027.png,22.625,24.234375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0028.png,22.4375,24.046875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0029.png,22.46875,23.59375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0030.png,22.390625,23.8125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0031.png,22.4375,23.546875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0032.png,22.34375,23.5625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0033.png,22.5,23.5
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0034.png,22.65625,23.453125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0035.png,22.859375,23.3125
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0036.png,22.890625,23.375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0037.png,23.140625,23.5
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0038.png,23.15625,23.796875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0039.png,23.03125,23.734375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0040.png,22.8125,24.0
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0041.png,22.90625,24.109375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0042.png,23.03125,24.46875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0043.png,22.921875,24.546875
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0044.png,22.65625,24.484375
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0045.png,22.515625,23.90625
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,Is the red sphere closer to the camera than the blue sphere? Answer with yes or no.,h11/0046.png,22.53125,24.0
