model_path,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0000_size0.3.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,22.90625,23.3125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0000_size0.2.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,22.921875,23.328125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0000_size0.1.png,Is the red cube closer to the camera than the green cube? Answer with yes or no.,No,No,22.984375,23.296875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0001_size0.3.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,24.25,23.453125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0001_size0.2.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,24.328125,23.484375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0001_size0.1.png,Is the cyan cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,24.234375,23.46875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0002_size0.3.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,23.640625,23.34375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0002_size0.2.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,23.78125,23.390625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0002_size0.1.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,24.21875,23.484375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0003_size0.3.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,Yes,24.234375,23.421875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0003_size0.2.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,Yes,24.3125,23.453125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0003_size0.1.png,Is the cyan cube closer to the camera than the black sphere? Answer with yes or no.,No,Yes,24.265625,23.4375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0004_size0.3.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,23.5,23.765625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0004_size0.2.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,23.46875,23.703125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0004_size0.1.png,Is the blue cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,23.453125,23.71875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0005_size0.3.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,No,23.40625,23.484375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0005_size0.2.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,Yes,23.921875,23.515625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0005_size0.1.png,Is the green sphere closer to the camera than the cyan sphere? Answer with yes or no.,No,Yes,23.953125,23.640625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0006_size0.3.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,23.265625,23.640625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0006_size0.2.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,23.171875,23.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0006_size0.1.png,Is the green cube closer to the camera than the blue sphere? Answer with yes or no.,No,No,23.375,23.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0007_size0.3.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.09375,23.578125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0007_size0.2.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.125,23.59375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0007_size0.1.png,Is the green cube closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.15625,23.5625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0008_size0.3.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,Yes,23.90625,23.71875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0008_size0.2.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,Yes,24.03125,23.75,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0008_size0.1.png,Is the green sphere closer to the camera than the black sphere? Answer with yes or no.,No,Yes,24.4375,23.71875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0009_size0.3.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,23.875,23.46875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0009_size0.2.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,23.984375,23.5,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0009_size0.1.png,Is the magenta sphere closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,24.078125,23.453125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0010_size0.3.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,Yes,23.625,23.28125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0010_size0.2.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,Yes,23.703125,23.21875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0010_size0.1.png,Is the yellow sphere closer to the camera than the magenta cube? Answer with yes or no.,No,Yes,24.015625,23.28125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0011_size0.3.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.09375,23.390625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0011_size0.2.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.140625,23.4375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0011_size0.1.png,Is the black sphere closer to the camera than the cyan cube? Answer with yes or no.,No,Yes,24.375,23.546875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0012_size0.3.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,24.125,23.359375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0012_size0.2.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,24.265625,23.375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0012_size0.1.png,Is the magenta cube closer to the camera than the yellow sphere? Answer with yes or no.,No,Yes,24.390625,23.4375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0013_size0.3.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,Yes,23.671875,23.515625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0013_size0.2.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,Yes,23.59375,23.53125,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0013_size0.1.png,Is the green sphere closer to the camera than the yellow cube? Answer with yes or no.,No,No,23.515625,23.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0014_size0.3.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,No,23.5,23.515625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0014_size0.2.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,23.609375,23.4375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0014_size0.1.png,Is the magenta cube closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,23.859375,23.484375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_80K-20251108_180221,output/sizevar/far/0015_size0.3.png,Is the cyan sphere closer to the camera than the magenta sphere? Answer with yes or no.,No,Yes,24.296875,23.4375,False
